ibge_id,name,ibge_city_id,ibge_district_id
53001080510,Sobradinho,5300108,530010805
53001080511,Planaltina,5300108,530010805
53001080512,Paranoá,5300108,530010805
53001080513,Riacho Fundo,5300108,530010805
53001080514,Núcleo Bandeirante,5300108,530010805
53001080515,Ceilândia,5300108,530010805
53001080516,Guará,5300108,530010805
53001080517,Cruzeiro,5300108,530010805
53001080518,Samambaia,5300108,530010805
53001080519,Candangolândia,5300108,530010805
53001080520,Recanto Das Emas,5300108,530010805
53001080521,Lago Norte,5300108,530010805
53001080523,Lago Sul,5300108,530010805
53001080525,Santa Maria,5300108,530010805
53001080530,São Sebastião,5300108,530010805
