name,lat,lng,state_abbreviation,state_name,population,is_capital,id,uppercase_name_nomalized,population_min_max_normalization
Olhos d'Água,-17.3982,-43.5719,MG,Minas Gerais,6243,false,777,OLHOS D'AGUA,0.0004414469
Olímpio Noronha,-22.0685,-45.2657,MG,Minas Gerais,2829,false,778,OLIMPIO NORONHA,0.0001660266
Oliveira,-20.6982,-44.829,MG,Minas Gerais,41987,false,779,OLIVEIRA,0.0033250506
Oliveira Fortes,-21.3401,-43.4499,MG,Minas Gerais,2128,false,780,OLIVEIRA FORTES,0.0001094743
Onça de Pitangui,-19.7276,-44.8058,MG,Minas Gerais,3155,false,781,ONCA DE PITANGUI,0.0001923263
Oratórios,-20.4298,-42.7977,MG,Minas Gerais,4671,false,782,ORATORIOS,0.0003146277
Orizânia,-20.5142,-42.1991,MG,Minas Gerais,8138,false,783,ORIZANIA,0.0005943237
Ouro Branco,-20.5263,-43.6962,MG,Minas Gerais,40220,false,784,OURO BRANCO,0.0031825
Ouro Fino,-22.2779,-46.3716,MG,Minas Gerais,33938,false,785,OURO FINO,0.0026757073
Ouro Preto,-20.3796,-43.512,MG,Minas Gerais,74824,false,786,OURO PRETO,0.0059741355
Ouro Verde de Minas,-18.0719,-41.2734,MG,Minas Gerais,5895,false,787,OURO VERDE DE MINAS,0.0004133725
Padre Carvalho,-16.3646,-42.5088,MG,Minas Gerais,6466,false,788,PADRE CARVALHO,0.0004594372
Padre Paraíso,-17.0758,-41.4821,MG,Minas Gerais,20346,false,789,PADRE PARAISO,0.0015791893
Pai Pedro,-15.5271,-43.07,MG,Minas Gerais,6098,false,790,PAI PEDRO,0.0004297492
Paineiras,-18.8993,-45.5321,MG,Minas Gerais,4440,false,791,PAINEIRAS,0.0002959921
Pains,-20.3705,-45.6627,MG,Minas Gerais,8308,false,792,PAINS,0.0006080383
Paiva,-21.2913,-43.4088,MG,Minas Gerais,1517,false,793,PAIVA,0.0000601826
Palma,-21.3748,-42.3123,MG,Minas Gerais,6606,false,794,PALMA,0.0004707315
Palmópolis,-16.7364,-40.4296,MG,Minas Gerais,5196,false,795,PALMOPOLIS,0.0003569815
Papagaios,-19.4419,-44.7468,MG,Minas Gerais,15922,false,796,PAPAGAIOS,0.0012222885
Pará de Minas,-19.8534,-44.6114,MG,Minas Gerais,95616,false,797,PARA DE MINAS,0.0076515048
Paracatu,-17.2252,-46.8711,MG,Minas Gerais,94539,false,798,PARACATU,0.0075646191
Paraguaçu,-21.5465,-45.7374,MG,Minas Gerais,21693,false,799,PARAGUACU,0.0016878568
Paraisópolis,-22.5539,-45.7803,MG,Minas Gerais,21353,false,800,PARAISOPOLIS,0.0016604278
Paraopeba,-19.2732,-44.4044,MG,Minas Gerais,24854,false,801,PARAOPEBA,0.0019428667
Passa Quatro,-22.3871,-44.9709,MG,Minas Gerais,16439,false,802,PASSA QUATRO,0.0012639968
Passa Tempo,-20.6539,-44.4926,MG,Minas Gerais,8031,false,803,PASSA TEMPO,0.0005856916
Passa-Vinte,-22.2097,-44.2344,MG,Minas Gerais,2024,false,804,PASSA-VINTE,0.0001010842
Passabém,-19.3509,-43.1383,MG,Minas Gerais,1619,false,805,PASSABEM,0.0000684114
Passos,-20.7193,-46.609,MG,Minas Gerais,115970,false,806,PASSOS,0.0092935389
Patis,-16.0773,-44.0787,MG,Minas Gerais,6031,false,807,PATIS,0.0004243441
Patos de Minas,-18.5699,-46.5013,MG,Minas Gerais,154641,false,808,PATOS DE MINAS,0.0124132747
Patrocínio,-18.9379,-46.9934,MG,Minas Gerais,92116,false,809,PATROCINIO,0.0073691465
Patrocínio do Muriaé,-21.1544,-42.2125,MG,Minas Gerais,5744,false,810,PATROCINIO DO MURIAE,0.0004011907
Paula Cândido,-20.8754,-42.9752,MG,Minas Gerais,9597,false,811,PAULA CANDIDO,0.0007120268
Paulistas,-18.4276,-42.8628,MG,Minas Gerais,4794,false,812,PAULISTAS,0.0003245506
Pavão,-17.4267,-41.0035,MG,Minas Gerais,8390,false,813,PAVAO,0.0006146535
Peçanha,-18.5441,-42.5583,MG,Minas Gerais,17534,false,814,PECANHA,0.0013523346
Pedra Azul,-16.0086,-41.2909,MG,Minas Gerais,24333,false,815,PEDRA AZUL,0.0019008356
Pedra Bonita,-20.5219,-42.3304,MG,Minas Gerais,7157,false,816,PEDRA BONITA,0.0005151828
Pedra do Anta,-20.5968,-42.7123,MG,Minas Gerais,2960,false,817,PEDRA DO ANTA,0.0001765949
Pedra do Indaiá,-20.2563,-45.2107,MG,Minas Gerais,3977,false,818,PEDRA DO INDAIA,0.0002586401
Pedra Dourada,-20.8266,-42.1515,MG,Minas Gerais,2559,false,819,PEDRA DOURADA,0.0001442447
Pedralva,-22.2386,-45.4654,MG,Minas Gerais,11098,false,820,PEDRALVA,0.0008331181
Pedras de Maria da Cruz,-15.6032,-44.391,MG,Minas Gerais,12313,false,821,PEDRAS DE MARIA DA CRUZ,0.0009311368
Pedrinópolis,-19.2241,-47.4579,MG,Minas Gerais,3651,false,822,PEDRINOPOLIS,0.0002323405
Pedro Leopoldo,-19.6308,-44.0383,MG,Minas Gerais,65149,false,823,PEDRO LEOPOLDO,0.0051936167
Pedro Teixeira,-21.7076,-43.743,MG,Minas Gerais,1804,false,824,PEDRO TEIXEIRA,0.000083336
Pequeri,-21.8341,-43.1145,MG,Minas Gerais,3340,false,825,PEQUERI,0.0002072509
Pequi,-19.6284,-44.6604,MG,Minas Gerais,4457,false,826,PEQUI,0.0002973636
Perdigão,-19.9411,-45.078,MG,Minas Gerais,11994,false,827,PERDIGAO,0.0009054018
Perdizes,-19.3434,-47.2963,MG,Minas Gerais,16469,false,828,PERDIZES,0.001266417
Perdões,-21.0932,-45.0896,MG,Minas Gerais,21577,false,829,PERDOES,0.0016784987
Periquito,-19.1573,-42.2333,MG,Minas Gerais,6738,false,830,PERIQUITO,0.0004813805
Pescador,-18.357,-41.6006,MG,Minas Gerais,4261,false,831,PESCADOR,0.0002815515
Piau,-21.5096,-43.313,MG,Minas Gerais,2719,false,832,PIAU,0.0001571525
Piedade de Caratinga,-19.7593,-42.0756,MG,Minas Gerais,8832,false,833,PIEDADE DE CARATINGA,0.0006503113
Piedade de Ponte Nova,-20.2438,-42.7379,MG,Minas Gerais,4141,false,834,PIEDADE DE PONTE NOVA,0.0002718706
Piedade do Rio Grande,-21.469,-44.1938,MG,Minas Gerais,4436,false,835,PIEDADE DO RIO GRANDE,0.0002956694
Piedade dos Gerais,-20.4715,-44.2243,MG,Minas Gerais,5034,false,836,PIEDADE DOS GERAIS,0.0003439123
Pimenta,-20.4827,-45.8049,MG,Minas Gerais,8715,false,837,PIMENTA,0.0006408725
Pingo-d'Água,-19.7287,-42.4095,MG,Minas Gerais,5029,false,838,PINGO-D'AGUA,0.000343509
Pintópolis,-16.0572,-45.1402,MG,Minas Gerais,7540,false,839,PINTOPOLIS,0.0005460808
Piracema,-20.5089,-44.4783,MG,Minas Gerais,6386,false,840,PIRACEMA,0.0004529833
Pirajuba,-19.9092,-48.7027,MG,Minas Gerais,6491,false,841,PIRAJUBA,0.000461454
Piranga,-20.6834,-43.2967,MG,Minas Gerais,17641,false,842,PIRANGA,0.0013609667
Piranguçu,-22.5249,-45.4945,MG,Minas Gerais,5504,false,843,PIRANGUCU,0.000381829
Piranguinho,-22.395,-45.5324,MG,Minas Gerais,8683,false,844,PIRANGUINHO,0.000638291
Pirapetinga,-21.6554,-42.3434,MG,Minas Gerais,10791,false,845,PIRAPETINGA,0.0008083513
Pirapora,-17.3392,-44.934,MG,Minas Gerais,56845,false,846,PIRAPORA,0.0045237016
Piraúba,-21.2825,-43.0172,MG,Minas Gerais,10732,false,847,PIRAUBA,0.0008035915
Pitangui,-19.6741,-44.8964,MG,Minas Gerais,28433,false,848,PITANGUI,0.0022315981
Piumhi,-20.4762,-45.9589,MG,Minas Gerais,35137,false,849,PIUMHI,0.0027724352
Planura,-20.1376,-48.7,MG,Minas Gerais,12445,false,850,PLANURA,0.0009417857
Poço Fundo,-21.78,-45.9658,MG,Minas Gerais,16900,false,851,POCO FUNDO,0.0013011874
Poços de Caldas,-21.78,-46.5692,MG,Minas Gerais,169838,false,852,POCOS DE CALDAS,0.0136392741
Pocrane,-19.6208,-41.6334,MG,Minas Gerais,8288,false,853,POCRANE,0.0006064248
Pompéu,-19.2257,-45.0141,MG,Minas Gerais,32248,false,854,POMPEU,0.0025393686
Ponte Nova,-20.4111,-42.8978,MG,Minas Gerais,60003,false,855,PONTE NOVA,0.0047784694
Ponto Chique,-16.6282,-45.0588,MG,Minas Gerais,4305,false,856,PONTO CHIQUE,0.0002851011
Ponto dos Volantes,-16.7473,-41.5025,MG,Minas Gerais,12235,false,857,PONTO DOS VOLANTES,0.0009248442
Porteirinha,-15.7404,-43.0281,MG,Minas Gerais,37823,false,858,PORTEIRINHA,0.0029891249
Porto Firme,-20.6642,-43.0834,MG,Minas Gerais,11414,false,859,PORTO FIRME,0.0008586111
Poté,-17.8077,-41.786,MG,Minas Gerais,16675,false,860,POTE,0.0012830358
Pouso Alegre,-22.2266,-45.9389,MG,Minas Gerais,154293,false,861,POUSO ALEGRE,0.0123852002
Pouso Alto,-22.1964,-44.9748,MG,Minas Gerais,5862,false,862,POUSO ALTO,0.0004107102
Prados,-21.0597,-44.0778,MG,Minas Gerais,9128,false,863,PRADOS,0.0006741908
Prata,-19.3086,-48.9276,MG,Minas Gerais,28173,false,864,PRATA,0.0022106229
Pratápolis,-20.7411,-46.8624,MG,Minas Gerais,8530,false,865,PRATAPOLIS,0.0006259479
Pratinha,-19.739,-46.3755,MG,Minas Gerais,3658,false,866,PRATINHA,0.0002329052
Presidente Bernardes,-20.7656,-43.1895,MG,Minas Gerais,5315,false,867,PRESIDENTE BERNARDES,0.0003665817
Presidente Juscelino,-18.6401,-44.06,MG,Minas Gerais,3572,false,868,PRESIDENTE JUSCELINO,0.0002259673
Presidente Kubitschek,-18.6193,-43.5628,MG,Minas Gerais,3000,false,869,PRESIDENTE KUBITSCHEK,0.0001798219
Presidente Olegário,-18.4096,-46.4165,MG,Minas Gerais,19680,false,870,PRESIDENTE OLEGARIO,0.0015254605
Prudente de Morais,-19.4742,-44.1591,MG,Minas Gerais,10931,false,871,PRUDENTE DE MORAIS,0.0008196456
Quartel Geral,-19.2703,-45.5569,MG,Minas Gerais,3603,false,872,QUARTEL GERAL,0.0002284681
Queluzito,-20.7416,-43.8851,MG,Minas Gerais,1948,false,873,QUELUZITO,0.000094953
Raposos,-19.9636,-43.8079,MG,Minas Gerais,16501,false,874,RAPOSOS,0.0012689986
Raul Soares,-20.1061,-42.4502,MG,Minas Gerais,23663,false,875,RAUL SOARES,0.0018467842
Recreio,-21.5289,-42.4676,MG,Minas Gerais,10522,false,876,RECREIO,0.00078665
Reduto,-20.2401,-41.9848,MG,Minas Gerais,7247,false,877,REDUTO,0.0005224434
Resende Costa,-20.9171,-44.2407,MG,Minas Gerais,11578,false,878,RESENDE COSTA,0.0008718416
Resplendor,-19.3194,-41.2462,MG,Minas Gerais,17396,false,879,RESPLENDOR,0.0013412016
Ressaquinha,-21.0642,-43.7598,MG,Minas Gerais,4826,false,880,RESSAQUINHA,0.0003271322
Riachinho,-16.2258,-45.9888,MG,Minas Gerais,8132,false,881,RIACHINHO,0.0005938397
Riacho dos Machados,-16.0091,-43.0488,MG,Minas Gerais,9471,false,882,RIACHO DOS MACHADOS,0.0007018619
Ribeirão das Neves,-19.7621,-44.0844,MG,Minas Gerais,341415,false,883,RIBEIRAO DAS NEVES,0.0274810394
Ribeirão Vermelho,-21.1879,-45.0637,MG,Minas Gerais,4061,false,884,RIBEIRAO VERMELHO,0.0002654167
Rio Acima,-20.0876,-43.7878,MG,Minas Gerais,10524,false,885,RIO ACIMA,0.0007868114
Rio Casca,-20.2285,-42.6462,MG,Minas Gerais,13384,false,886,RIO CASCA,0.0010175384
Rio do Prado,-16.6056,-40.5714,MG,Minas Gerais,5117,false,887,RIO DO PRADO,0.0003506083
Rio Doce,-20.2412,-42.8995,MG,Minas Gerais,2630,false,888,RIO DOCE,0.0001499726
Rio Espera,-20.855,-43.4721,MG,Minas Gerais,5332,false,889,RIO ESPERA,0.0003679531
Rio Manso,-20.2666,-44.3069,MG,Minas Gerais,5924,false,890,RIO MANSO,0.000415712
Rio Novo,-21.4649,-43.1168,MG,Minas Gerais,8964,false,891,RIO NOVO,0.0006609603
Rio Paranaíba,-19.1861,-46.2455,MG,Minas Gerais,12356,false,892,RIO PARANAIBA,0.0009346058
Rio Pardo de Minas,-15.616,-42.5405,MG,Minas Gerais,31171,false,893,RIO PARDO DE MINAS,0.0024524829
Rio Piracicaba,-19.9284,-43.1829,MG,Minas Gerais,14325,false,894,RIO PIRACICABA,0.0010934524
Rio Pomba,-21.2712,-43.1696,MG,Minas Gerais,18007,false,895,RIO POMBA,0.0013904933
Rio Preto,-22.0861,-43.8293,MG,Minas Gerais,5493,false,896,RIO PRETO,0.0003809416
Rio Vermelho,-18.2922,-43.0018,MG,Minas Gerais,12635,false,897,RIO VERMELHO,0.0009571137
Ritápolis,-21.0276,-44.3204,MG,Minas Gerais,4521,false,898,RITAPOLIS,0.0003025267
Rochedo de Minas,-21.6284,-43.0165,MG,Minas Gerais,2335,false,899,ROCHEDO DE MINAS,0.0001261738
Rodeiro,-21.2035,-42.8586,MG,Minas Gerais,8333,false,900,RODEIRO,0.0006100551
Romaria,-18.8838,-47.5782,MG,Minas Gerais,3507,false,901,ROMARIA,0.0002207235
Rosário da Limeira,-20.9812,-42.5112,MG,Minas Gerais,4648,false,902,ROSARIO DA LIMEIRA,0.0003127722
Rubelita,-16.4053,-42.261,MG,Minas Gerais,5609,false,903,RUBELITA,0.0003902998
Rubim,-16.3775,-40.5397,MG,Minas Gerais,10269,false,904,RUBIM,0.0007662396
Sabará,-19.884,-43.8263,MG,Minas Gerais,137877,false,905,SABARA,0.0110608594
Sabinópolis,-18.6653,-43.0752,MG,Minas Gerais,15364,false,906,SABINOPOLIS,0.0011772725
Sacramento,-19.8622,-47.4508,MG,Minas Gerais,26556,false,907,SACRAMENTO,0.0020801734
Salinas,-16.1753,-42.2964,MG,Minas Gerais,41864,false,908,SALINAS,0.0033151277
Salto da Divisa,-16.0063,-39.9391,MG,Minas Gerais,7014,false,909,SALTO DA DIVISA,0.0005036464
Santa Bárbara,-19.9604,-43.4101,MG,Minas Gerais,31873,false,910,SANTA BARBARA,0.0025091159
Santa Bárbara do Leste,-19.9753,-42.1457,MG,Minas Gerais,8212,false,911,SANTA BARBARA DO LESTE,0.0006002936
Santa Bárbara do Monte Verde,-21.9592,-43.7027,MG,Minas Gerais,3212,false,912,SANTA BARBARA DO MONTE VERDE,0.0001969247
Santa Bárbara do Tugúrio,-21.2431,-43.5607,MG,Minas Gerais,4385,false,913,SANTA BARBARA DO TUGURIO,0.000291555
Santa Cruz de Minas,-21.1241,-44.2202,MG,Minas Gerais,8723,false,914,SANTA CRUZ DE MINAS,0.0006415179
Santa Cruz de Salinas,-16.0967,-41.7418,MG,Minas Gerais,4074,false,915,SANTA CRUZ DE SALINAS,0.0002664655
Santa Cruz do Escalvado,-20.2372,-42.8169,MG,Minas Gerais,4693,false,916,SANTA CRUZ DO ESCALVADO,0.0003164026
Santa Efigênia de Minas,-18.8235,-42.4388,MG,Minas Gerais,4354,false,917,SANTA EFIGENIA DE MINAS,0.0002890542
Santa Fé de Minas,-16.6859,-45.4102,MG,Minas Gerais,3806,false,918,SANTA FE DE MINAS,0.0002448449
Santa Helena de Minas,-16.9707,-40.6727,MG,Minas Gerais,6406,false,919,SANTA HELENA DE MINAS,0.0004545968
Santa Juliana,-19.3108,-47.5322,MG,Minas Gerais,14497,false,920,SANTA JULIANA,0.0011073283
Santa Luzia,-19.7548,-43.8497,MG,Minas Gerais,221705,false,921,SANTA LUZIA,0.0178235811
Santa Margarida,-20.3839,-42.2519,MG,Minas Gerais,16393,false,922,SANTA MARGARIDA,0.0012602858
Santa Maria de Itabira,-19.4431,-43.1064,MG,Minas Gerais,10867,false,923,SANTA MARIA DE ITABIRA,0.0008144825
Santa Maria do Salto,-16.2479,-40.1512,MG,Minas Gerais,5203,false,924,SANTA MARIA DO SALTO,0.0003575462
Santa Maria do Suaçuí,-18.1896,-42.4139,MG,Minas Gerais,14607,false,925,SANTA MARIA DO SUACUI,0.0011162024
Santa Rita de Caldas,-22.0292,-46.3385,MG,Minas Gerais,8900,false,926,SANTA RITA DE CALDAS,0.0006557972
Santa Rita de Ibitipoca,-21.5658,-43.9163,MG,Minas Gerais,3380,false,927,SANTA RITA DE IBITIPOCA,0.0002104779
Santa Rita de Jacutinga,-22.1474,-44.0977,MG,Minas Gerais,4843,false,928,SANTA RITA DE JACUTINGA,0.0003285036
Santa Rita de Minas,-19.876,-42.1363,MG,Minas Gerais,7322,false,929,SANTA RITA DE MINAS,0.0005284939
Santa Rita do Itueto,-19.3576,-41.3821,MG,Minas Gerais,5426,false,930,SANTA RITA DO ITUETO,0.0003755365
Santa Rita do Sapucaí,-22.2461,-45.7034,MG,Minas Gerais,44226,false,931,SANTA RITA DO SAPUCAI,0.0035056792
Santa Rosa da Serra,-19.5186,-45.9611,MG,Minas Gerais,3364,false,932,SANTA ROSA DA SERRA,0.0002091871
Santa Vitória,-18.8414,-50.1208,MG,Minas Gerais,19997,false,933,SANTA VITORIA,0.0015510341
Santana da Vargem,-21.2449,-45.5005,MG,Minas Gerais,7047,false,934,SANTANA DA VARGEM,0.0005063086
Santana de Cataguases,-21.2893,-42.5524,MG,Minas Gerais,3909,false,935,SANTANA DE CATAGUASES,0.0002531543
Santana de Pirapama,-18.9962,-44.0409,MG,Minas Gerais,7538,false,936,SANTANA DE PIRAPAMA,0.0005459195
Santana do Deserto,-21.9512,-43.1583,MG,Minas Gerais,3985,false,937,SANTANA DO DESERTO,0.0002592855
Santana do Garambéu,-21.5983,-44.105,MG,Minas Gerais,2494,false,938,SANTANA DO GARAMBEU,0.0001390009
Santana do Jacaré,-20.9007,-45.1285,MG,Minas Gerais,4847,false,939,SANTANA DO JACARE,0.0003288263
Santana do Manhuaçu,-20.1031,-41.9278,MG,Minas Gerais,8660,false,940,SANTANA DO MANHUACU,0.0006364355
Santana do Paraíso,-19.3661,-42.5446,MG,Minas Gerais,36048,false,941,SANTANA DO PARAISO,0.002845929
Santana do Riacho,-19.1662,-43.722,MG,Minas Gerais,4334,false,942,SANTANA DO RIACHO,0.0002874407
Santana dos Montes,-20.7868,-43.6949,MG,Minas Gerais,3753,false,943,SANTANA DOS MONTES,0.0002405692
Santo Antônio do Amparo,-20.943,-44.9176,MG,Minas Gerais,18697,false,944,SANTO ANTONIO DO AMPARO,0.0014461582
Santo Antônio do Aventureiro,-21.7606,-42.8115,MG,Minas Gerais,3602,false,945,SANTO ANTONIO DO AVENTUREIRO,0.0002283875
Santo Antônio do Grama,-20.3185,-42.6047,MG,Minas Gerais,3861,false,946,SANTO ANTONIO DO GRAMA,0.000249282
Santo Antônio do Itambé,-18.4609,-43.3006,MG,Minas Gerais,3763,false,947,SANTO ANTONIO DO ITAMBE,0.000241376
Santo Antônio do Jacinto,-16.5332,-40.1817,MG,Minas Gerais,11570,false,948,SANTO ANTONIO DO JACINTO,0.0008711962
Santo Antônio do Monte,-20.085,-45.2947,MG,Minas Gerais,28603,false,949,SANTO ANTONIO DO MONTE,0.0022453127
Santo Antônio do Retiro,-15.3393,-42.6171,MG,Minas Gerais,7316,false,950,SANTO ANTONIO DO RETIRO,0.0005280099
Santo Antônio do Rio Abaixo,-19.2374,-43.2604,MG,Minas Gerais,1756,false,951,SANTO ANTONIO DO RIO ABAIXO,0.0000794637
Santo Hipólito,-18.2968,-44.2229,MG,Minas Gerais,3044,false,952,SANTO HIPOLITO,0.0001833715
Santos Dumont,-21.4634,-43.5499,MG,Minas Gerais,46357,false,953,SANTOS DUMONT,0.003677595
São Bento Abade,-21.5839,-45.0699,MG,Minas Gerais,5411,false,954,SAO BENTO ABADE,0.0003743263
São Brás do Suaçuí,-20.6242,-43.9515,MG,Minas Gerais,3770,false,955,SAO BRAS DO SUACUI,0.0002419407
São Domingos das Dores,-19.5246,-42.0106,MG,Minas Gerais,5672,false,956,SAO DOMINGOS DAS DORES,0.0003953822
São Domingos do Prata,-19.8678,-42.971,MG,Minas Gerais,17296,false,957,SAO DOMINGOS DO PRATA,0.0013331342
São Félix de Minas,-18.5959,-41.4889,MG,Minas Gerais,3354,false,958,SAO FELIX DE MINAS,0.0002083804
São Francisco,-15.9514,-44.8593,MG,Minas Gerais,56625,false,959,SAO FRANCISCO,0.0045059534
São Francisco de Paula,-20.7036,-44.9838,MG,Minas Gerais,6512,false,960,SAO FRANCISCO DE PAULA,0.0004631482
São Francisco de Sales,-19.8611,-49.7727,MG,Minas Gerais,6309,false,961,SAO FRANCISCO DE SALES,0.0004467714
São Francisco do Glória,-20.7923,-42.2673,MG,Minas Gerais,4758,false,962,SAO FRANCISCO DO GLORIA,0.0003216464
São Geraldo,-20.9252,-42.8364,MG,Minas Gerais,12751,false,963,SAO GERALDO,0.0009664719
São Geraldo da Piedade,-18.8411,-42.2867,MG,Minas Gerais,3860,false,964,SAO GERALDO DA PIEDADE,0.0002492013
São Geraldo do Baixio,-18.9097,-41.363,MG,Minas Gerais,4104,false,965,SAO GERALDO DO BAIXIO,0.0002688857
São Gonçalo do Abaeté,-18.3315,-45.8265,MG,Minas Gerais,8527,false,966,SAO GONCALO DO ABAETE,0.0006257058
São Gonçalo do Pará,-19.9822,-44.8593,MG,Minas Gerais,12776,false,967,SAO GONCALO DO PARA,0.0009684887
São Gonçalo do Rio Abaixo,-19.8221,-43.366,MG,Minas Gerais,11114,false,968,SAO GONCALO DO RIO ABAIXO,0.0008344089
São Gonçalo do Rio Preto,-18.0025,-43.3854,MG,Minas Gerais,3178,false,969,SAO GONCALO DO RIO PRETO,0.0001941818
São Gonçalo do Sapucaí,-21.8932,-45.5893,MG,Minas Gerais,25670,false,970,SAO GONCALO DO SAPUCAI,0.0020086965
São Gotardo,-19.3087,-46.0465,MG,Minas Gerais,36084,false,971,SAO GOTARDO,0.0028488332
São João Batista do Glória,-20.635,-46.508,MG,Minas Gerais,7541,false,972,SAO JOAO BATISTA DO GLORIA,0.0005461615
São João da Lagoa,-16.8455,-44.3507,MG,Minas Gerais,4949,false,973,SAO JOAO DA LAGOA,0.0003370551
São João da Mata,-21.928,-45.9297,MG,Minas Gerais,2743,false,974,SAO JOAO DA MATA,0.0001590887
São João da Ponte,-15.9271,-44.0096,MG,Minas Gerais,25033,false,975,SAO JOAO DA PONTE,0.0019573073
São João das Missões,-14.8859,-44.0922,MG,Minas Gerais,13232,false,976,SAO JOAO DAS MISSOES,0.001005276
São João del Rei,-21.1311,-44.2526,MG,Minas Gerais,90897,false,977,SAO JOAO DEL REI,0.0072708052
São João do Manhuaçu,-20.3933,-42.1533,MG,Minas Gerais,11785,false,978,SAO JOAO DO MANHUACU,0.000888541
São João do Manteninha,-18.723,-41.1628,MG,Minas Gerais,5975,false,979,SAO JOAO DO MANTENINHA,0.0004198264
São João do Oriente,-19.3384,-42.1575,MG,Minas Gerais,7393,false,980,SAO JOAO DO ORIENTE,0.0005342218
São João do Pacuí,-16.5373,-44.5134,MG,Minas Gerais,4476,false,981,SAO JOAO DO PACUI,0.0002988964
São João do Paraíso,-15.3168,-42.0213,MG,Minas Gerais,23797,false,982,SAO JOAO DO PARAISO,0.0018575945
São João Evangelista,-18.548,-42.7655,MG,Minas Gerais,15761,false,983,SAO JOAO EVANGELISTA,0.0012093
São João Nepomuceno,-21.5381,-43.0069,MG,Minas Gerais,26530,false,984,SAO JOAO NEPOMUCENO,0.0020780759
São Joaquim de Bicas,-20.048,-44.2749,MG,Minas Gerais,32696,false,985,SAO JOAQUIM DE BICAS,0.0025755105
São José da Barra,-20.7178,-46.313,MG,Minas Gerais,7532,false,986,SAO JOSE DA BARRA,0.0005454354
São José da Lapa,-19.6971,-43.9586,MG,Minas Gerais,24490,false,987,SAO JOSE DA LAPA,0.0019135014
São José da Safira,-18.3243,-42.1431,MG,Minas Gerais,4291,false,988,SAO JOSE DA SAFIRA,0.0002839717
São José da Varginha,-19.7006,-44.556,MG,Minas Gerais,5151,false,989,SAO JOSE DA VARGINHA,0.0003533512
São José do Alegre,-22.3243,-45.5258,MG,Minas Gerais,4222,false,990,SAO JOSE DO ALEGRE,0.0002784052
São José do Divino,-18.4793,-41.3907,MG,Minas Gerais,3851,false,991,SAO JOSE DO DIVINO,0.0002484752
São José do Goiabal,-19.9214,-42.7035,MG,Minas Gerais,5356,false,992,SAO JOSE DO GOIABAL,0.0003698893
São José do Jacuri,-18.281,-42.6729,MG,Minas Gerais,6409,false,993,SAO JOSE DO JACURI,0.0004548388
São José do Mantimento,-20.0058,-41.7486,MG,Minas Gerais,2821,false,994,SAO JOSE DO MANTIMENTO,0.0001653813
São Lourenço,-22.1166,-45.0506,MG,Minas Gerais,46539,false,995,SAO LOURENCO,0.0036922776
São Miguel do Anta,-20.7067,-42.7174,MG,Minas Gerais,6949,false,996,SAO MIGUEL DO ANTA,0.0004984026
São Pedro da União,-21.131,-46.6123,MG,Minas Gerais,4563,false,997,SAO PEDRO DA UNIAO,0.000305915
São Pedro do Suaçuí,-18.3609,-42.5981,MG,Minas Gerais,5160,false,998,SAO PEDRO DO SUACUI,0.0003540772
São Pedro dos Ferros,-20.1732,-42.5251,MG,Minas Gerais,7634,false,999,SAO PEDRO DOS FERROS,0.0005536642
São Romão,-16.3641,-45.0749,MG,Minas Gerais,12713,false,1000,SAO ROMAO,0.0009634063
São Roque de Minas,-20.249,-46.3639,MG,Minas Gerais,7100,false,1001,SAO ROQUE DE MINAS,0.0005105844
São Sebastião da Bela Vista,-22.1583,-45.7546,MG,Minas Gerais,5598,false,1002,SAO SEBASTIAO DA BELA VISTA,0.0003894123
São Sebastião da Vargem Alegre,-19.7477,-43.3679,MG,Minas Gerais,3039,false,1003,SAO SEBASTIAO DA VARGEM ALEGRE,0.0001829681
São Sebastião do Anta,-19.5064,-41.985,MG,Minas Gerais,6697,false,1004,SAO SEBASTIAO DO ANTA,0.0004780728
São Sebastião do Maranhão,-18.0873,-42.5659,MG,Minas Gerais,9884,false,1005,SAO SEBASTIAO DO MARANHAO,0.0007351802
São Sebastião do Oeste,-20.2758,-45.0063,MG,Minas Gerais,6948,false,1006,SAO SEBASTIAO DO OESTE,0.0004983219
São Sebastião do Paraíso,-20.9167,-46.9837,MG,Minas Gerais,71915,false,1007,SAO SEBASTIAO DO PARAISO,0.0057394555
São Sebastião do Rio Preto,-19.2959,-43.1757,MG,Minas Gerais,1478,false,1008,SAO SEBASTIAO DO RIO PRETO,0.0000570364
São Sebastião do Rio Verde,-22.2183,-44.9761,MG,Minas Gerais,2259,false,1009,SAO SEBASTIAO DO RIO VERDE,0.0001200426
São Thomé das Letras,-21.7218,-44.9849,MG,Minas Gerais,7151,false,1010,SAO THOME DAS LETRAS,0.0005146987
São Tiago,-20.9075,-44.5098,MG,Minas Gerais,10979,false,1011,SAO TIAGO,0.000823518
São Tomás de Aquino,-20.7791,-47.0962,MG,Minas Gerais,6980,false,1012,SAO TOMAS DE AQUINO,0.0005009035
São Vicente de Minas,-21.7042,-44.4431,MG,Minas Gerais,7876,false,1013,SAO VICENTE DE MINAS,0.0005731872
Sapucaí-Mirim,-22.7409,-45.738,MG,Minas Gerais,7045,false,1014,SAPUCAI-MIRIM,0.0005061473
Sardoá,-18.7828,-42.3629,MG,Minas Gerais,6421,false,1015,SARDOA,0.0004558069
Sarzedo,-20.0367,-44.1446,MG,Minas Gerais,34050,false,1016,SARZEDO,0.0026847428
