name,lat,lng,state_abbreviation,state_name,population,is_capital,id,uppercase_name_nomalized,population_min_max_normalization
Abadia de Goiás,-16.7573,-49.4412,GO,Goiás,9158,false,1,ABADIA DE GOIAS,0.000676611
Abadiânia,-16.197,-48.7057,GO,Goiás,20873,false,2,ABADIANIA,0.0016217043
Acreúna,-17.396,-50.3749,GO,Goiás,22710,false,3,ACREUNA,0.0017699021
Adelândia,-16.4127,-50.1657,GO,Goiás,2515,false,4,ADELANDIA,0.0001406951
Água Fria de Goiás,-14.9778,-47.7823,GO,Goiás,5843,false,5,AGUA FRIA DE GOIAS,0.0004091774
Água Limpa,-18.0771,-48.7603,GO,Goiás,1809,false,6,AGUA LIMPA,0.0000837394
Águas Lindas de Goiás,-15.7617,-48.2816,GO,Goiás,222850,false,7,AGUAS LINDAS DE GOIAS,0.0179159526
Alexânia,-16.0834,-48.5076,GO,Goiás,28360,false,8,ALEXANIA,0.0022257089
Aloândia,-17.7292,-49.4769,GO,Goiás,1976,false,9,ALOANDIA,0.0000972119
Alto Horizonte,-14.1978,-49.3378,GO,Goiás,6796,false,10,ALTO HORIZONTE,0.0004860595
Alto Paraíso de Goiás,-14.1305,-47.51,GO,Goiás,7751,false,11,ALTO PARAISO DE GOIAS,0.000563103
Alvorada do Norte,-14.4797,-46.491,GO,Goiás,8749,false,12,ALVORADA DO NORTE,0.0006436154
Amaralina,-13.9236,-49.2962,GO,Goiás,3875,false,13,AMARALINA,0.0002504114
Americano do Brasil,-16.2514,-49.9831,GO,Goiás,6220,false,14,AMERICANO DO BRASIL,0.0004395914
Amorinópolis,-16.6151,-51.0919,GO,Goiás,3011,false,15,AMORINOPOLIS,0.0001807093
Anápolis,-16.3281,-48.953,GO,Goiás,396526,false,16,ANAPOLIS,0.0319270522
Anhanguera,-18.3339,-48.2204,GO,Goiás,1171,false,17,ANHANGUERA,0.0000322695
Anicuns,-16.4642,-49.9617,GO,Goiás,22113,false,18,ANICUNS,0.0017217398
Aparecida de Goiânia,-16.8198,-49.2469,GO,Goiás,601844,false,19,APARECIDA DE GOIANIA,0.0484908315
Aparecida do Rio Doce,-18.2941,-51.1516,GO,Goiás,2474,false,20,APARECIDA DO RIO DOCE,0.0001373874
Aporé,-18.9607,-51.9232,GO,Goiás,4266,false,21,APORE,0.0002819549
Araçu,-16.3563,-49.6804,GO,Goiás,3450,false,22,ARACU,0.0002161251
Aragarças,-15.8955,-52.2372,GO,Goiás,20410,false,23,ARAGARCAS,0.0015843524
Aragoiânia,-16.9087,-49.4476,GO,Goiás,10680,false,24,ARAGOIANIA,0.0007993965
Araguapaz,-15.0909,-50.6315,GO,Goiás,7795,false,25,ARAGUAPAZ,0.0005666526
Arenópolis,-16.3837,-51.5563,GO,Goiás,2462,false,26,ARENOPOLIS,0.0001364194
Aruanã,-14.9166,-51.075,GO,Goiás,10340,false,27,ARUANA,0.0007719674
Aurilândia,-16.6773,-50.4641,GO,Goiás,3000,false,28,AURILANDIA,0.0001798219
Avelinópolis,-16.4672,-49.7579,GO,Goiás,2401,false,29,AVELINOPOLIS,0.0001314983
Baliza,-16.1966,-52.5393,GO,Goiás,5418,false,30,BALIZA,0.0003748911
Barro Alto,-14.9658,-48.9086,GO,Goiás,11643,false,31,BARRO ALTO,0.0008770853
Bela Vista de Goiás,-16.9693,-48.9513,GO,Goiás,31004,false,32,BELA VISTA DE GOIAS,0.0024390104
Bom Jardim de Goiás,-16.2063,-52.1728,GO,Goiás,8912,false,33,BOM JARDIM DE GOIAS,0.0006567653
Bom Jesus de Goiás,-18.2173,-49.74,GO,Goiás,26069,false,34,BOM JESUS DE GOIAS,0.0020408853
Bonfinópolis,-16.6173,-48.9616,GO,Goiás,10120,false,35,BONFINOPOLIS,0.0007542192
Bonópolis,-13.6329,-49.8106,GO,Goiás,4579,false,36,BONOPOLIS,0.0003072058
Brazabrantes,-16.4281,-49.3863,GO,Goiás,3812,false,37,BRAZABRANTES,0.000245329
Britânia,-15.2428,-51.1602,GO,Goiás,5815,false,38,BRITANIA,0.0004069186
Buriti Alegre,-18.1378,-49.0404,GO,Goiás,9515,false,39,BURITI ALEGRE,0.0007054115
Buriti de Goiás,-16.1792,-50.4302,GO,Goiás,2464,false,40,BURITI DE GOIAS,0.0001365807
Buritinópolis,-14.4772,-46.4076,GO,Goiás,3272,false,41,BURITINOPOLIS,0.0002017651
Cabeceiras,-15.7995,-46.9265,GO,Goiás,8098,false,42,CABECEIRAS,0.0005910968
Cachoeira Alta,-18.7618,-50.9432,GO,Goiás,12843,false,43,CACHOEIRA ALTA,0.0009738939
Cachoeira de Goiás,-16.6635,-50.646,GO,Goiás,1336,false,44,CACHOEIRA DE GOIAS,0.0000455807
Cachoeira Dourada,-18.4859,-49.4766,GO,Goiás,7997,false,45,CACHOEIRA DOURADA,0.0005829487
Caçu,-18.5594,-51.1328,GO,Goiás,16525,false,46,CACU,0.0012709347
Caiapônia,-16.9539,-51.8091,GO,Goiás,19304,false,47,CAIAPONIA,0.0014951272
Caldas Novas,-17.7441,-48.6246,GO,Goiás,95183,false,48,CALDAS NOVAS,0.007616573
Caldazinha,-16.7117,-49.0013,GO,Goiás,3900,false,49,CALDAZINHA,0.0002524283
Campestre de Goiás,-16.7624,-49.695,GO,Goiás,3662,false,50,CAMPESTRE DE GOIAS,0.0002332279
Campinaçu,-13.787,-48.5704,GO,Goiás,3628,false,51,CAMPINACU,0.000230485
Campinorte,-14.3137,-49.1511,GO,Goiás,12880,false,52,CAMPINORTE,0.0009768788
Campo Alegre de Goiás,-17.6363,-47.7768,GO,Goiás,7884,false,53,CAMPO ALEGRE DE GOIAS,0.0005738326
Campo Limpo de Goiás,-16.2971,-49.0895,GO,Goiás,8087,false,54,CAMPO LIMPO DE GOIAS,0.0005902094
Campos Belos,-13.035,-46.7681,GO,Goiás,20124,false,55,CAMPOS BELOS,0.0015612797
Campos Verdes,-14.2442,-49.6528,GO,Goiás,1526,false,56,CAMPOS VERDES,0.0000609087
Carmo do Rio Verde,-15.3549,-49.708,GO,Goiás,10299,false,57,CARMO DO RIO VERDE,0.0007686598
Castelândia,-18.0921,-50.203,GO,Goiás,3380,false,58,CASTELANDIA,0.0002104779
Catalão,-18.1656,-47.944,GO,Goiás,113091,false,59,CATALAO,0.0090612791
Caturaí,-16.4447,-49.4936,GO,Goiás,5132,false,60,CATURAI,0.0003518184
Cavalcante,-13.7976,-47.4566,GO,Goiás,9740,false,61,CAVALCANTE,0.0007235631
Ceres,-15.3061,-49.6,GO,Goiás,22407,false,62,CERES,0.0017454579
Cezarina,-16.9718,-49.7758,GO,Goiás,8794,false,63,CEZARINA,0.0006472457
Chapadão do Céu,-18.4073,-52.549,GO,Goiás,10797,false,64,CHAPADAO DO CEU,0.0008088353
Cidade Ocidental,-16.0765,-47.9252,GO,Goiás,74370,false,65,CIDADE OCIDENTAL,0.0059375096
Cocalzinho de Goiás,-15.7914,-48.7747,GO,Goiás,20771,false,66,COCALZINHO DE GOIAS,0.0016134756
Colinas do Sul,-14.1528,-48.076,GO,Goiás,3339,false,67,COLINAS DO SUL,0.0002071703
Córrego do Ouro,-16.2918,-50.5503,GO,Goiás,2254,false,68,CORREGO DO OURO,0.0001196392
Corumbá de Goiás,-15.9245,-48.8117,GO,Goiás,11223,false,69,CORUMBA DE GOIAS,0.0008432024
Corumbaíba,-18.1415,-48.5626,GO,Goiás,10012,false,70,CORUMBAIBA,0.0007455064
Cristalina,-16.7676,-47.6131,GO,Goiás,61385,false,71,CRISTALINA,0.0048899606
Cristianópolis,-17.1987,-48.7034,GO,Goiás,2962,false,72,CRISTIANOPOLIS,0.0001767563
Crixás,-14.5412,-49.974,GO,Goiás,17136,false,73,CRIXAS,0.0013202264
Cromínia,-17.2883,-49.3798,GO,Goiás,3458,false,74,CROMINIA,0.0002167704
Cumari,-18.2644,-48.1511,GO,Goiás,2820,false,75,CUMARI,0.0001653006
Damianópolis,-14.5604,-46.178,GO,Goiás,3302,false,76,DAMIANOPOLIS,0.0002041853
Damolândia,-16.2544,-49.3631,GO,Goiás,2944,false,77,DAMOLANDIA,0.0001753041
Davinópolis,-18.1501,-47.5568,GO,Goiás,2094,false,78,DAVINOPOLIS,0.0001067314
Diorama,-16.2329,-51.2543,GO,Goiás,2477,false,79,DIORAMA,0.0001376295
Divinópolis de Goiás,-13.2853,-46.3999,GO,Goiás,4701,false,80,DIVINOPOLIS DE GOIAS,0.000317048
Doverlândia,-16.7188,-52.3189,GO,Goiás,7174,false,81,DOVERLANDIA,0.0005165542
Edealina,-17.4239,-49.6644,GO,Goiás,3678,false,82,EDEALINA,0.0002345187
Edéia,-17.3406,-49.9295,GO,Goiás,12559,false,83,EDEIA,0.0009509825
Estrela do Norte,-13.8665,-49.0716,GO,Goiás,3253,false,84,ESTRELA DO NORTE,0.0002002323
Faina,-15.4473,-50.3622,GO,Goiás,6527,false,85,FAINA,0.0004643583
Fazenda Nova,-16.1834,-50.7781,GO,Goiás,5471,false,86,FAZENDA NOVA,0.0003791668
Firminópolis,-16.5778,-50.304,GO,Goiás,13604,false,87,FIRMINOPOLIS,0.0010352866
Flores de Goiás,-14.4451,-47.0417,GO,Goiás,17415,false,88,FLORES DE GOIAS,0.0013427344
Formosa,-15.54,-47.337,GO,Goiás,125705,false,89,FORMOSA,0.0100788982
Formoso,-13.6499,-48.8775,GO,Goiás,4098,false,90,FORMOSO,0.0002684017
Gameleira de Goiás,-16.4854,-48.6454,GO,Goiás,3923,false,91,GAMELEIRA DE GOIAS,0.0002542838
Goianápolis,-16.5098,-49.0234,GO,Goiás,11217,false,92,GOIANAPOLIS,0.0008427183
Goiandira,-18.1352,-48.0875,GO,Goiás,5650,false,93,GOIANDIRA,0.0003936074
Goianésia,-15.3118,-49.1162,GO,Goiás,72045,false,94,GOIANESIA,0.0057499431
Goiânia,-16.6864,-49.2643,GO,Goiás,1555626,true,95,GOIANIA,0.1254360317
Goianira,-16.4947,-49.427,GO,Goiás,46278,false,96,GOIANIRA,0.0036712218
Goiás,-15.9333,-50.14,GO,Goiás,22122,false,97,GOIAS,0.0017224659
Goiatuba,-18.0105,-49.3658,GO,Goiás,34307,false,98,GOIATUBA,0.0027054759
Gouvelândia,-18.6238,-50.0805,GO,Goiás,6076,false,99,GOUVELANDIA,0.0004279744
Guapó,-16.8297,-49.5345,GO,Goiás,14206,false,100,GUAPO,0.0010838522
Guaraíta,-15.6121,-50.0265,GO,Goiás,1905,false,101,GUARAITA,0.0000914841
Guarani de Goiás,-13.9421,-46.4868,GO,Goiás,3801,false,102,GUARANI DE GOIAS,0.0002444416
Guarinos,-14.7292,-49.7006,GO,Goiás,1681,false,103,GUARINOS,0.0000734131
Heitoraí,-15.719,-49.8268,GO,Goiás,3742,false,104,HEITORAI,0.0002396818
Hidrolândia,-16.9626,-49.2265,GO,Goiás,22533,false,105,HIDROLANDIA,0.0017556228
Hidrolina,-14.7261,-49.4634,GO,Goiás,3450,false,106,HIDROLINA,0.0002161251
Iaciara,-14.1011,-46.6335,GO,Goiás,14215,false,107,IACIARA,0.0010845783
Inaciolândia,-18.4869,-49.9888,GO,Goiás,6275,false,108,INACIOLANDIA,0.0004440285
Indiara,-17.1387,-49.9862,GO,Goiás,15962,false,109,INDIARA,0.0012255154
Inhumas,-16.3611,-49.5001,GO,Goiás,53655,false,110,INHUMAS,0.0042663522
Ipameri,-17.7215,-48.1581,GO,Goiás,27365,false,111,IPAMERI,0.0021454385
Ipiranga de Goiás,-15.1689,-49.6695,GO,Goiás,2892,false,112,IPIRANGA DE GOIAS,0.0001711091
Iporá,-16.4398,-51.118,GO,Goiás,31471,false,113,IPORA,0.0024766851
Israelândia,-16.3144,-50.9087,GO,Goiás,2772,false,114,ISRAELANDIA,0.0001614282
Itaberaí,-16.0206,-49.806,GO,Goiás,44329,false,115,ITABERAI,0.0035139886
Itaguari,-15.918,-49.6071,GO,Goiás,4684,false,116,ITAGUARI,0.0003156765
Itaguaru,-15.7565,-49.6354,GO,Goiás,5184,false,117,ITAGUARU,0.0003560134
Itajá,-19.0673,-51.5495,GO,Goiás,4412,false,118,ITAJA,0.0002937332
Itapaci,-14.9522,-49.5511,GO,Goiás,23850,false,119,ITAPACI,0.0018618702
Itapirapuã,-15.8205,-50.6094,GO,Goiás,4380,false,120,ITAPIRAPUA,0.0002911517
Itapuranga,-15.5606,-49.949,GO,Goiás,25597,false,121,ITAPURANGA,0.0020028073
Itarumã,-18.7646,-51.3485,GO,Goiás,7337,false,122,ITARUMA,0.000529704
Itauçu,-16.2029,-49.6109,GO,Goiás,8968,false,123,ITAUCU,0.000661283
Itumbiara,-18.4093,-49.2158,GO,Goiás,106845,false,124,ITUMBIARA,0.0085573906
Ivolândia,-16.5995,-50.7921,GO,Goiás,2295,false,125,IVOLANDIA,0.0001229468
Jandaia,-17.0481,-50.1453,GO,Goiás,6001,false,126,JANDAIA,0.0004219239
Jaraguá,-15.7529,-49.3344,GO,Goiás,52160,false,127,JARAGUA,0.0041457449
Jataí,-17.8784,-51.7204,GO,Goiás,103221,false,128,JATAI,0.0082650289
Jaupaci,-16.1773,-50.9508,GO,Goiás,2843,false,129,JAUPACI,0.0001671561
Jesúpolis,-15.9484,-49.3739,GO,Goiás,2497,false,130,JESUPOLIS,0.0001392429
Joviânia,-17.802,-49.6197,GO,Goiás,7417,false,131,JOVIANIA,0.0005361579
Jussara,-15.8659,-50.8668,GO,Goiás,18266,false,132,JUSSARA,0.0014113878
Lagoa Santa,-19.1832,-51.3998,GO,Goiás,1652,false,133,LAGOA SANTA,0.0000710736
Leopoldo de Bulhões,-16.619,-48.7428,GO,Goiás,7663,false,134,LEOPOLDO DE BULHOES,0.0005560037
Luziânia,-16.253,-47.95,GO,Goiás,214645,false,135,LUZIANIA,0.0172540242
Mairipotaba,-17.2975,-49.4898,GO,Goiás,2358,false,136,MAIRIPOTABA,0.0001280293
Mambaí,-14.4823,-46.1165,GO,Goiás,9277,false,137,MAMBAI,0.0006862112
Mara Rosa,-14.0148,-49.1777,GO,Goiás,9234,false,138,MARA ROSA,0.0006827422
Marzagão,-17.983,-48.6415,GO,Goiás,2263,false,139,MARZAGAO,0.0001203653
Matrinchã,-15.4342,-50.7456,GO,Goiás,4321,false,140,MATRINCHA,0.0002863919
Maurilândia,-17.9719,-50.3388,GO,Goiás,14568,false,141,MAURILANDIA,0.0011130562
Mimoso de Goiás,-15.0515,-48.1611,GO,Goiás,2575,false,142,MIMOSO DE GOIAS,0.0001455355
Minaçu,-13.5304,-48.2206,GO,Goiás,28518,false,143,MINACU,0.0022384554
Mineiros,-17.5654,-52.5537,GO,Goiás,69477,false,144,MINEIROS,0.0055427728
Moiporá,-16.5434,-50.739,GO,Goiás,1471,false,145,MOIPORA,0.0000564716
Monte Alegre de Goiás,-13.2552,-46.8928,GO,Goiás,8759,false,146,MONTE ALEGRE DE GOIAS,0.0006444222
Montes Claros de Goiás,-16.0059,-51.3979,GO,Goiás,8037,false,147,MONTES CLAROS DE GOIAS,0.0005861757
Montividiu,-17.4439,-51.1728,GO,Goiás,13935,false,148,MONTIVIDIU,0.0010619897
Montividiu do Norte,-13.3485,-48.6853,GO,Goiás,4538,false,149,MONTIVIDIU DO NORTE,0.0003038981
Morrinhos,-17.7334,-49.1059,GO,Goiás,46955,false,150,MORRINHOS,0.0037258379
Morro Agudo de Goiás,-15.3184,-50.0553,GO,Goiás,2217,false,151,MORRO AGUDO DE GOIAS,0.0001166543
Mossâmedes,-16.124,-50.2136,GO,Goiás,4120,false,152,MOSSAMEDES,0.0002701765
Mozarlândia,-14.7457,-50.5713,GO,Goiás,16077,false,153,MOZARLANDIA,0.0012347929
Mundo Novo,-13.7729,-50.2814,GO,Goiás,4540,false,154,MUNDO NOVO,0.0003040595
Mutunópolis,-13.7303,-49.2745,GO,Goiás,3749,false,155,MUTUNOPOLIS,0.0002402465
Nazário,-16.5808,-49.8817,GO,Goiás,9375,false,156,NAZARIO,0.0006941172
Nerópolis,-16.4047,-49.2227,GO,Goiás,30931,false,157,NEROPOLIS,0.0024331212
Niquelândia,-14.4662,-48.4599,GO,Goiás,47064,false,158,NIQUELANDIA,0.0037346313
Nova América,-15.0206,-49.8953,GO,Goiás,2362,false,159,NOVA AMERICA,0.000128352
Nova Aurora,-18.0597,-48.2552,GO,Goiás,2236,false,160,NOVA AURORA,0.0001181871
Nova Crixás,-14.0957,-50.33,GO,Goiás,13020,false,161,NOVA CRIXAS,0.0009881731
Nova Glória,-15.145,-49.5737,GO,Goiás,8063,false,162,NOVA GLORIA,0.0005882732
Nova Iguaçu de Goiás,-14.2868,-49.3872,GO,Goiás,2939,false,163,NOVA IGUACU DE GOIAS,0.0001749008
Nova Roma,-13.7388,-46.8734,GO,Goiás,3208,false,164,NOVA ROMA,0.000196602
Nova Veneza,-16.3695,-49.3168,GO,Goiás,10193,false,165,NOVA VENEZA,0.0007601084
Novo Brasil,-16.0313,-50.7113,GO,Goiás,2775,false,166,NOVO BRASIL,0.0001616703
Novo Gama,-16.0592,-48.0417,GO,Goiás,119649,false,167,NOVO GAMA,0.0095903377
Novo Planalto,-13.2424,-49.506,GO,Goiás,4592,false,168,NOVO PLANALTO,0.0003082545
Orizona,-17.0334,-48.2964,GO,Goiás,15834,false,169,ORIZONA,0.0012151892
Ouro Verde de Goiás,-16.2181,-49.1942,GO,Goiás,3679,false,170,OURO VERDE DE GOIAS,0.0002345994
Ouvidor,-18.2277,-47.8355,GO,Goiás,6895,false,171,OUVIDOR,0.0004940462
Padre Bernardo,-15.1605,-48.2833,GO,Goiás,35011,false,172,PADRE BERNARDO,0.0027622703
Palestina de Goiás,-16.7392,-51.5309,GO,Goiás,3470,false,173,PALESTINA DE GOIAS,0.0002177385
Palmeiras de Goiás,-16.8044,-49.924,GO,Goiás,29915,false,174,PALMEIRAS DE GOIAS,0.0023511567
Palmelo,-17.3258,-48.426,GO,Goiás,2382,false,175,PALMELO,0.0001299655
Palminópolis,-16.7924,-50.1652,GO,Goiás,3578,false,176,PALMINOPOLIS,0.0002264513
Panamá,-18.1783,-49.355,GO,Goiás,2590,false,177,PANAMA,0.0001467456
Paranaiguara,-18.9141,-50.6539,GO,Goiás,10221,false,178,PARANAIGUARA,0.0007623672
Paraúna,-16.9463,-50.4484,GO,Goiás,10988,false,179,PARAUNA,0.000824244
Perolândia,-17.5258,-52.065,GO,Goiás,3156,false,180,PEROLANDIA,0.000192407
Petrolina de Goiás,-16.0968,-49.3364,GO,Goiás,10240,false,181,PETROLINA DE GOIAS,0.0007639
Pilar de Goiás,-14.7608,-49.5784,GO,Goiás,2135,false,182,PILAR DE GOIAS,0.000110039
Piracanjuba,-17.302,-49.017,GO,Goiás,24543,false,183,PIRACANJUBA,0.0019177771
Piranhas,-16.4258,-51.8235,GO,Goiás,10161,false,184,PIRANHAS,0.0007575268
Pirenópolis,-15.8507,-48.9584,GO,Goiás,25218,false,185,PIRENOPOLIS,0.0019722319
Pires do Rio,-17.3019,-48.2768,GO,Goiás,31909,false,186,PIRES DO RIO,0.0025120202
Planaltina,-15.452,-47.6089,GO,Goiás,91345,false,187,PLANALTINA,0.007306947
Pontalina,-17.5225,-49.4489,GO,Goiás,17899,false,188,PONTALINA,0.0013817805
Porangatu,-13.4391,-49.1503,GO,Goiás,45866,false,189,PORANGATU,0.0036379842
Porteirão,-17.8143,-50.1653,GO,Goiás,3979,false,190,PORTEIRAO,0.0002588015
Portelândia,-17.3554,-52.6799,GO,Goiás,4032,false,191,PORTELANDIA,0.0002630772
Posse,-14.0859,-46.3704,GO,Goiás,37924,false,192,POSSE,0.002997273
Professor Jamil,-17.2497,-49.244,GO,Goiás,3211,false,193,PROFESSOR JAMIL,0.000196844
Quirinópolis,-18.4472,-50.4547,GO,Goiás,51323,false,194,QUIRINOPOLIS,0.004078221
Rialma,-15.3145,-49.5814,GO,Goiás,10961,false,195,RIALMA,0.0008220658
Rianápolis,-15.4456,-49.5114,GO,Goiás,4832,false,196,RIANAPOLIS,0.0003276162
Rio Quente,-17.774,-48.7725,GO,Goiás,4728,false,197,RIO QUENTE,0.0003192262
Rio Verde,-17.7923,-50.9192,GO,Goiás,247259,false,198,RIO VERDE,0.0198851189
Rubiataba,-15.1617,-49.8048,GO,Goiás,20012,false,199,RUBIATABA,0.0015522442
Sanclerlândia,-16.197,-50.3124,GO,Goiás,7630,false,200,SANCLERLANDIA,0.0005533415
Santa Bárbara de Goiás,-16.5714,-49.6954,GO,Goiás,6701,false,201,SANTA BARBARA DE GOIAS,0.0004783955
Santa Cruz de Goiás,-17.3155,-48.4809,GO,Goiás,2782,false,202,SANTA CRUZ DE GOIAS,0.000162235
Santa Fé de Goiás,-15.7664,-51.1037,GO,Goiás,5585,false,203,SANTA FE DE GOIAS,0.0003883636
Santa Helena de Goiás,-17.8115,-50.5977,GO,Goiás,38962,false,204,SANTA HELENA DE GOIAS,0.0030810124
Santa Isabel,-15.2958,-49.4259,GO,Goiás,3821,false,205,SANTA ISABEL,0.000246055
Santa Rita do Araguaia,-17.3269,-53.2012,GO,Goiás,9110,false,206,SANTA RITA DO ARAGUAIA,0.0006727387
Santa Rita do Novo Destino,-15.1351,-49.1203,GO,Goiás,3367,false,207,SANTA RITA DO NOVO DESTINO,0.0002094291
Santa Rosa de Goiás,-16.084,-49.4953,GO,Goiás,2200,false,208,SANTA ROSA DE GOIAS,0.0001152828
Santa Tereza de Goiás,-13.7138,-49.0144,GO,Goiás,3207,false,209,SANTA TEREZA DE GOIAS,0.0001965213
Santa Terezinha de Goiás,-14.4326,-49.7091,GO,Goiás,8386,false,210,SANTA TEREZINHA DE GOIAS,0.0006143308
Santo Antônio da Barra,-17.5585,-50.6345,GO,Goiás,4886,false,211,SANTO ANTONIO DA BARRA,0.0003319726
Santo Antônio de Goiás,-16.4815,-49.3096,GO,Goiás,6593,false,212,SANTO ANTONIO DE GOIAS,0.0004696828
Santo Antônio do Descoberto,-15.9412,-48.2578,GO,Goiás,76871,false,213,SANTO ANTONIO DO DESCOBERTO,0.0061392747
São Domingos,-13.621,-46.7415,GO,Goiás,13305,false,214,SAO DOMINGOS,0.0010111652
São Francisco de Goiás,-15.9256,-49.2605,GO,Goiás,6265,false,215,SAO FRANCISCO DE GOIAS,0.0004432218
São João d'Aliança,-14.7048,-47.5228,GO,Goiás,14423,false,216,SAO JOAO D'ALIANCA,0.0011013585
São João da Paraúna,-16.8126,-50.4092,GO,Goiás,1312,false,217,SAO JOAO DA PARAUNA,0.0000436445
São Luís de Montes Belos,-16.5211,-50.3726,GO,Goiás,34488,false,218,SAO LUIS DE MONTES BELOS,0.0027200779
São Luiz do Norte,-14.8608,-49.3285,GO,Goiás,5263,false,219,SAO LUIZ DO NORTE,0.0003623866
São Miguel do Araguaia,-13.2731,-50.1634,GO,Goiás,21849,false,220,SAO MIGUEL DO ARAGUAIA,0.001700442
São Miguel do Passa Quatro,-17.0582,-48.662,GO,Goiás,4105,false,221,SAO MIGUEL DO PASSA QUATRO,0.0002689664
São Patrício,-15.35,-49.818,GO,Goiás,2040,false,222,SAO PATRICIO,0.000102375
São Simão,-18.996,-50.547,GO,Goiás,21318,false,223,SAO SIMAO,0.0016576042
Senador Canedo,-16.7084,-49.0914,GO,Goiás,121447,false,224,SENADOR CANEDO,0.0097353892
Serranópolis,-18.3067,-51.9586,GO,Goiás,8737,false,225,SERRANOPOLIS,0.0006426473
Silvânia,-16.66,-48.6083,GO,Goiás,20938,false,226,SILVANIA,0.0016269481
Simolândia,-14.4644,-46.4847,GO,Goiás,6895,false,227,SIMOLANDIA,0.0004940462
Sítio d'Abadia,-14.7992,-46.2506,GO,Goiás,3040,false,228,SITIO D'ABADIA,0.0001830488
Taquaral de Goiás,-16.0521,-49.6039,GO,Goiás,3506,false,229,TAQUARAL DE GOIAS,0.0002206428
Teresina de Goiás,-13.7801,-47.2659,GO,Goiás,3538,false,230,TERESINA DE GOIAS,0.0002232244
Terezópolis de Goiás,-16.3945,-49.0797,GO,Goiás,8326,false,231,TEREZOPOLIS DE GOIAS,0.0006094904
Três Ranchos,-18.3539,-47.776,GO,Goiás,2830,false,232,TRES RANCHOS,0.0001661073
Trindade,-16.6517,-49.4927,GO,Goiás,132006,false,233,TRINDADE,0.0105872236
Trombas,-13.5079,-48.7417,GO,Goiás,3497,false,234,TROMBAS,0.0002199167
Turvânia,-16.6125,-50.1369,GO,Goiás,4526,false,235,TURVANIA,0.00030293
Turvelândia,-17.8502,-50.3024,GO,Goiás,5447,false,236,TURVELANDIA,0.0003772306
Uirapuru,-14.2835,-49.9201,GO,Goiás,2829,false,237,UIRAPURU,0.0001660266
Uruaçu,-14.5238,-49.1396,GO,Goiás,41150,false,238,URUACU,0.0032575266
Uruana,-15.4993,-49.6861,GO,Goiás,13795,false,239,URUANA,0.0010506953
Urutaí,-17.4651,-48.2015,GO,Goiás,3056,false,240,URUTAI,0.0001843396
Valparaíso de Goiás,-16.0651,-47.9757,GO,Goiás,175720,false,241,VALPARAISO DE GOIAS,0.0141137973
Varjão,-17.0471,-49.6312,GO,Goiás,3848,false,242,VARJAO,0.0002482332
Vianópolis,-16.7405,-48.5159,GO,Goiás,14088,false,243,VIANOPOLIS,0.0010743327
Vicentinópolis,-17.7322,-49.8047,GO,Goiás,9002,false,244,VICENTINOPOLIS,0.0006640259
Vila Boa,-15.0387,-47.052,GO,Goiás,6451,false,245,VILA BOA,0.0004582271
Vila Propício,-15.4542,-48.8819,GO,Goiás,5941,false,246,VILA PROPICIO,0.0004170834
Abadia dos Dourados,-18.4831,-47.3916,MG,Minas Gerais,7022,false,247,ABADIA DOS DOURADOS,0.0005042918
Abaeté,-19.1551,-45.4444,MG,Minas Gerais,23263,false,248,ABAETE,0.0018145147
Abre Campo,-20.2996,-42.4743,MG,Minas Gerais,13434,false,249,ABRE CAMPO,0.0010215721
Acaiaca,-20.359,-43.1439,MG,Minas Gerais,3995,false,250,ACAIACA,0.0002600923
Açucena,-19.0671,-42.5419,MG,Minas Gerais,9270,false,251,ACUCENA,0.0006856465
Água Boa,-17.9914,-42.3806,MG,Minas Gerais,13319,false,252,AGUA BOA,0.0010122946
Água Comprida,-20.0576,-48.1069,MG,Minas Gerais,1986,false,253,AGUA COMPRIDA,0.0000980186
Aguanil,-20.9439,-45.3915,MG,Minas Gerais,4557,false,254,AGUANIL,0.0003054309
Águas Formosas,-17.0802,-40.9384,MG,Minas Gerais,19285,false,255,AGUAS FORMOSAS,0.0014935944
Águas Vermelhas,-15.7431,-41.4571,MG,Minas Gerais,13656,false,256,AGUAS VERMELHAS,0.0010394817
Aimorés,-19.5007,-41.0746,MG,Minas Gerais,25116,false,257,AIMORES,0.0019640032
Aiuruoca,-21.9736,-44.6042,MG,Minas Gerais,5949,false,258,AIURUOCA,0.0004177288
Alagoa,-22.171,-44.6413,MG,Minas Gerais,2657,false,259,ALAGOA,0.0001521508
Albertina,-22.2018,-46.6139,MG,Minas Gerais,3015,false,260,ALBERTINA,0.000181032
Além Paraíba,-21.8797,-42.7176,MG,Minas Gerais,35438,false,261,ALEM PARAIBA,0.002796718
Alfenas,-21.4256,-45.9477,MG,Minas Gerais,80973,false,262,ALFENAS,0.0064701986
Alfredo Vasconcelos,-21.1535,-43.7718,MG,Minas Gerais,7052,false,263,ALFREDO VASCONCELOS,0.000506712
Almenara,-16.1785,-40.6942,MG,Minas Gerais,42380,false,264,ALMENARA,0.0033567554
Alpercata,-18.974,-41.97,MG,Minas Gerais,7448,false,265,ALPERCATA,0.0005386588
Alpinópolis,-20.8631,-46.3878,MG,Minas Gerais,20059,false,266,ALPINOPOLIS,0.0015560359
Alterosa,-21.2488,-46.1387,MG,Minas Gerais,14566,false,267,ALTEROSA,0.0011128948
